Classes = 1,2,3,4,5,7
Attributes = A1{Floating_Point},A2{Floating_Point},A3{Floating_Point},A4{Floating_Point}
63,73,97,86,5
63,66,101,90,5
59,66,97,86,5
59,63,90,83,5
56,60,86,79,5
59,70,90,72,5
59,63,97,90,5
59,60,97,90,5
59,63,93,90,5
67,77,110,90,5
75,91,97,79,4
79,91,97,83,4
79,91,97,79,4
78,92,97,76,3
78,92,101,76,3
85,106,105,80,3
93,115,114,94,3
93,111,114,94,3
89,102,110,87,3
85,97,110,83,3
85,102,105,80,3
85,97,101,83,3
85,97,101,83,3
89,102,105,87,3
85,102,110,87,3
85,102,110,94,3
78,92,110,87,3
70,88,105,90,3
50,79,101,83,1
50,75,93,80,1
50,75,101,80,1
50,71,89,76,1
50,75,97,80,1
53,75,97,80,1
50,71,89,73,1
53,75,93,73,1
53,71,85,69,1
57,79,97,80,1
60,84,93,80,1
60,75,93,83,1
63,84,97,83,1
63,84,93,80,1
60,84,97,83,1
63,75,97,80,1
63,79,85,80,1
60,75,89,80,1
63,92,105,87,1
60,92,110,90,1
70,106,119,94,1
67,106,110,90,1
70,111,114,97,1
70,115,119,97,1
67,106,124,94,1
67,106,114,94,1
70,106,119,94,1
70,106,119,94,1
74,111,114,97,1
70,111,124,97,1
70,106,114,94,1
74,106,114,97,1
70,102,114,94,1
70,106,114,94,1
67,84,101,87,1
74,92,105,90,1
78,97,114,97,1
60,75,101,83,5
44,43,82,87,5
50,46,82,83,5
57,67,85,76,5
60,71,97,83,5
60,60,97,87,5
63,71,101,90,5
80,94,98,76,3
80,94,102,79,3
80,98,94,76,3
84,94,98,79,3
92,115,115,94,3
92,120,125,98,3
92,115,115,87,3
84,102,102,79,3
80,94,94,76,3
84,98,102,83,3
84,98,102,79,3
76,94,102,79,3
84,102,111,91,3
84,102,106,91,3
88,106,111,91,3
76,94,106,91,1
68,94,111,91,1
57,81,102,83,1
50,77,90,79,1
50,73,86,76,1
50,69,90,76,1
50,69,90,76,1
50,73,90,76,1
53,81,102,83,1
53,81,98,79,1
53,77,94,76,1
53,73,98,76,1
57,77,98,79,1
57,73,90,72,1
53,69,82,76,1
57,77,94,79,1
60,81,98,79,1
60,73,90,79,1
60,81,94,79,1
64,81,98,83,1
60,81,90,76,1
68,89,106,87,1
64,98,106,91,1
64,94,111,91,1
60,94,111,91,1
68,106,115,94,1
72,106,115,98,1
72,106,115,94,1
64,106,115,94,1
68,106,115,94,1
68,102,115,94,1
76,111,115,94,1
76,111,115,94,1
76,106,115,94,1
76,102,111,98,1
88,115,131,102,1
88,111,120,94,1
76,89,102,76,5
60,73,90,83,1
53,62,86,83,5
60,77,90,83,5
60,66,102,91,5
60,66,106,94,5
64,73,102,94,5
76,89,106,87,4
72,89,98,79,4
84,99,108,81,3
84,95,100,85,3
92,107,118,96,3
97,112,122,92,3
97,116,122,96,3
92,103,113,88,3
84,95,100,81,3
88,99,104,81,3
80,95,104,81,3
84,99,108,88,3
84,103,113,96,3
84,99,108,92,3
84,107,113,96,3
68,103,113,92,1
50,75,96,78,1
46,71,87,74,1
50,71,87,74,1
50,79,96,78,1
46,79,96,78,1
53,83,96,78,1
53,75,96,78,1
53,71,87,74,1
53,71,87,74,1
53,68,83,70,1
56,71,79,74,1
56,75,87,74,1
56,75,96,74,1
60,79,91,81,1
64,87,100,85,1
60,87,104,85,1
60,91,108,85,1
64,91,113,88,1
68,103,118,92,1
68,107,118,92,1
68,103,118,92,1
71,103,118,92,1
71,103,118,96,1
68,107,122,96,1
68,103,118,92,1
64,103,122,92,1
71,107,122,96,1
71,107,122,96,1
71,103,113,92,1
71,103,118,92,1
71,107,118,96,1
71,107,118,96,1
71,116,122,99,1
76,107,122,103,1
76,112,122,96,1
76,112,122,99,1
80,107,122,96,1
92,116,133,103,1
71,83,96,85,1
60,83,96,85,1
64,87,100,88,1
64,79,100,85,1
56,71,96,85,5
56,68,91,81,5
53,64,83,78,5
60,71,91,81,5
68,75,108,96,5
71,87,108,88,4
71,91,100,81,4
76,95,108,88,4
88,103,109,87,3
93,107,113,92,3
93,111,123,96,3
97,111,123,96,3
93,111,118,96,3
93,111,118,96,3
79,95,100,79,3
84,95,96,79,3
84,99,104,83,3
88,103,113,92,3
84,99,109,92,3
88,103,118,100,3
79,107,123,100,1
55,83,100,87,1
51,79,104,83,1
51,83,100,83,1
51,79,96,79,1
51,75,96,79,1
48,72,89,79,1
48,68,89,75,1
48,75,89,79,1
51,75,96,79,1
55,79,93,79,1
55,79,93,75,1
51,75,89,75,1
51,68,85,75,1
51,68,81,71,1
55,72,81,71,1
55,72,85,75,1
63,95,104,83,1
63,95,104,87,1
63,91,104,83,1
63,91,104,83,1
67,95,109,92,1
71,103,113,92,1
71,103,109,92,1
71,107,118,92,1
71,103,118,92,1
67,103,118,92,1
67,103,118,96,1
67,107,113,96,1
67,107,123,96,1
71,111,123,96,1
71,103,118,96,1
71,107,113,92,1
71,107,113,96,1
75,103,118,96,1
75,107,118,96,1
84,111,123,100,1
79,103,123,100,1
84,103,118,92,1
71,79,96,79,1
63,75,96,83,1
67,83,104,87,1
59,83,100,83,1
63,79,100,87,1
59,72,96,83,5
59,75,89,75,5
59,79,89,71,5
59,75,109,96,5
67,87,113,96,5
67,95,109,92,5
75,99,104,83,4
75,95,100,79,4
71,91,100,83,4
